proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Machine model: Mac16,10
OS version: 26A5421a
Boot arguments: 
Boot time: Wed Aug 26 09:35:47 2026

proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Second underflow occured.


*** Sampled system activity (Fri Aug 28 02:03:57 2026 +0800) (517.86ms elapsed) ***

*** Running tasks ***

Name                               ID     CPU ms/s  User%  Deadlines (<2 ms, 2-5 ms)  Wakeups (Intr, Pkg idle)  Energy Impact
DEAD_TASKS                         -1     3234.78   97.06  5.79    0.00               5.79    0.00              9000.82         
WindowServer                       173    4.39      59.11  3.87    0.00               17.40   0.00              1.00            
spotlightknowledged.updater        52538  0.47      63.58  0.00    0.00               0.00    0.00              0.99            
claude                             3016   1.87      92.12  0.00    0.00               7.73    0.00              0.98            
claude                             1250   6.60      69.38  0.00    0.00               1.93    0.00              0.78            
claude                             2837   0.39      82.05  0.00    0.00               5.80    0.00              0.72            
com.apple.DriverKit-AppleBCMWLAN   349    3.77      64.93  0.00    0.00               25.13   0.00              0.63            
SpringBoard                        36243  4.26      71.22  0.00    0.00               59.92   0.00              0.60            
logd                               102    1.90      54.59  0.00    0.00               0.00    0.00              0.60            
callservicesd                      36326  3.39      51.93  0.00    0.00               0.00    0.00              0.58            
BiomeAgent                         52516  1.75      67.05  0.00    0.00               0.00    0.00              0.53            
clocksyncd                         337    2.48      53.23  0.00    0.00               0.00    0.00              0.52            
ControlCenter                      432    1.64      61.88  0.00    0.00               1.93    0.00              0.43            
Code Helper                        1147   3.33      55.11  0.00    0.00               27.06   0.00              0.42            
Claude                             74182  1.92      61.92  11.60   0.00               23.19   0.00              0.34            
Code Helper                        1253   2.69      54.15  25.13   0.00               34.79   0.00              0.33            
launchd                            1      0.49      50.25  0.00    0.00               0.00    0.00              0.31            
SetStoreUpdateService              53101  1.67      63.50  0.00    0.00               0.00    0.00              0.27            
diskarbitrationd                   135    0.68      73.53  0.00    0.00               0.00    0.00              0.24            
Code Helper (Renderer)             1169   1.77      77.25  0.00    0.00               3.87    0.00              0.15            
opendirectoryd                     144    0.59      30.36  0.00    0.00               0.00    0.00              0.13            
distnoted                          158    1.58      47.64  0.00    0.00               0.00    0.00              0.12            
gamepolicyd                        298    1.73      64.24  0.00    0.00               0.00    0.00              0.12            
Google Chrome                      420    1.14      68.12  0.00    0.00               1.93    0.00              0.12            
loginwindow                        178    0.88      66.78  0.00    0.00               11.60   0.00              0.11            
node                               2873   0.08      73.93  1.93    0.00               3.87    0.00              0.10            
com.apple.DriverKit.AppleUserECM   347    0.68      31.25  0.00    0.00               3.87    0.00              0.09            
UserEventAgent                     105    0.77      30.85  0.00    0.00               0.00    0.00              0.09            
airportd                           226    0.75      43.62  0.00    0.00               3.87    0.00              0.09            
configd                            116    0.36      25.78  0.00    0.00               0.00    0.00              0.08            
distnoted                          374    0.99      86.63  0.00    0.00               0.00    0.00              0.07            
bluetoothd                         167    1.03      52.01  0.00    0.00               1.93    0.00              0.07            
Claude Helper                      74224  0.32      39.61  0.00    0.00               0.00    0.00              0.07            
qemu-system-aarch64                38740  0.61      66.61  0.00    3.87               9.66    0.00              0.05            
Claude Helper (Renderer)           74281  0.27      76.32  0.00    0.00               3.87    0.00              0.04            
notifyd                            168    0.25      22.96  0.00    0.00               0.00    0.00              0.04            
adb                                88030  0.55      19.24  0.00    0.00               1.93    0.00              0.03            
sharingd                           479    0.20      58.53  0.00    0.00               0.00    0.00              0.03            
fseventsd                          107    0.45      40.27  0.00    0.00               3.87    0.00              0.03            
wifip2pd                           54401  0.14      39.93  0.00    0.00               0.00    0.00              0.03            
lockoutagent                       1017   0.38      37.13  0.00    0.00               1.93    0.00              0.02            
locationd                          151    0.09      40.50  0.00    0.00               1.93    0.00              0.02            
Notes                              424    0.07      36.92  0.00    0.00               1.93    0.00              0.02            
distnoted                          251    0.27      39.00  0.00    0.00               0.00    0.00              0.02            
distnoted                          287    0.27      30.46  0.00    0.00               0.00    0.00              0.02            
distnoted                          278    0.24      30.60  0.00    0.00               0.00    0.00              0.02            
distnoted                          381    0.24      33.82  0.00    0.00               0.00    0.00              0.02            
distnoted                          256    0.26      32.06  0.00    0.00               0.00    0.00              0.02            
Code Helper (Plugin)               1256   0.30      65.88  0.00    0.00               1.93    0.00              0.02            
distnoted                          1375   0.23      34.32  0.00    0.00               0.00    0.00              0.02            
remindd                            59887  0.05      35.72  0.00    0.00               1.93    0.00              0.02            
distnoted                          309    0.21      34.44  0.00    0.00               0.00    0.00              0.02            
mds                                132    0.27      41.46  0.00    0.00               1.93    0.00              0.02            
LINE                               430    0.24      73.54  0.00    0.00               1.93    0.00              0.01            
UVCAssistant                       315    0.06      42.08  0.00    0.00               1.93    0.00              0.01            
distnoted                          47560  0.20      33.23  0.00    0.00               0.00    0.00              0.01            
distnoted                          1937   0.20      35.90  0.00    0.00               0.00    0.00              0.01            
distnoted                          1379   0.19      33.61  0.00    0.00               0.00    0.00              0.01            
distnoted                          304    0.19      33.86  0.00    0.00               0.00    0.00              0.01            
distnoted                          325    0.19      35.97  0.00    0.00               0.00    0.00              0.01            
distnoted                          36409  0.20      34.16  0.00    0.00               0.00    0.00              0.01            
distnoted                          359    0.19      35.33  0.00    0.00               0.00    0.00              0.01            
distnoted                          2242   0.19      35.28  0.00    0.00               0.00    0.00              0.01            
distnoted                          368    0.19      35.07  0.00    0.00               0.00    0.00              0.01            
distnoted                          26703  0.19      36.11  0.00    0.00               0.00    0.00              0.01            
distnoted                          1353   0.20      36.32  0.00    0.00               0.00    0.00              0.01            
distnoted                          322    0.18      34.23  0.00    0.00               0.00    0.00              0.01            
distnoted                          1890   0.19      35.32  0.00    0.00               0.00    0.00              0.01            
distnoted                          331    0.18      33.72  0.00    0.00               0.00    0.00              0.01            
distnoted                          7150   0.18      33.13  0.00    0.00               0.00    0.00              0.01            
Google Chrome Helper (Renderer)    30628  0.06      71.16  0.00    0.00               1.93    0.00              0.01            
locationd                          36267  0.15      38.85  0.00    0.00               1.93    0.00              0.01            
cfprefsd                           176    0.03      25.30  0.00    0.00               1.93    0.00              0.01            
Code Helper (Plugin)               1296   0.16      51.82  1.93    0.00               3.87    0.00              0.01            
Code Helper (Plugin)               1330   0.16      66.74  1.93    0.00               3.87    0.00              0.01            
Code                               428    0.04      47.77  0.00    0.00               1.93    0.00              0.01            
SecurityPrivacyExtension           2877   0.08      21.26  0.00    0.00               1.93    0.00              0.01            
ALL_TASKS                          -2     4867.59   94.39  519.44  3.86               1083.29 0.00              12546.74         

**** Processor usage ****

E-Cluster Online: 100%
E-Cluster HW active frequency: 2399 MHz
E-Cluster HW active residency:  50.10% (900 MHz: 6.9% 1080 MHz:  17% 1476 MHz:   0% 1860 MHz: .44% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:  50% 2892 MHz:  26%)
E-Cluster idle residency:  49.90%
CPU 0 frequency: 2536 MHz
CPU 0 active residency:  36.48% (900 MHz: .60% 1080 MHz: 6.5% 1476 MHz:   0% 1860 MHz: .09% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  29%)
CPU 0 idle residency:  63.52%
CPU 1 frequency: 2655 MHz
CPU 1 active residency:  34.26% (900 MHz: .46% 1080 MHz: 3.9% 1476 MHz:   0% 1860 MHz: .08% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  30%)
CPU 1 idle residency:  65.74%
CPU 2 frequency: 2796 MHz
CPU 2 active residency:  37.16% (900 MHz: .31% 1080 MHz: 1.6% 1476 MHz:   0% 1860 MHz: .04% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  35%)
CPU 2 idle residency:  62.84%
CPU 3 frequency: 2809 MHz
CPU 3 active residency:  42.12% (900 MHz: .16% 1080 MHz: 1.7% 1476 MHz:   0% 1860 MHz: .11% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  40%)
CPU 3 idle residency:  57.88%
CPU 4 frequency: 2782 MHz
CPU 4 active residency:  24.41% (900 MHz: .26% 1080 MHz: 1.2% 1476 MHz:   0% 1860 MHz: .03% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  23%)
CPU 4 idle residency:  75.59%
CPU 5 frequency: 2829 MHz
CPU 5 active residency:  18.02% (900 MHz: .09% 1080 MHz: .52% 1476 MHz:   0% 1860 MHz: .02% 2172 MHz:   0% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz:  17%)
CPU 5 idle residency:  81.98%

P-Cluster HW active frequency: 3972 MHz
P-Cluster HW active residency: 100.00% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:  62% 3984 MHz: 7.4% 4044 MHz:  30% 4104 MHz:   0% 4416 MHz:   0% 4464 MHz:   0%)
P-Cluster idle residency:   0.00%
CPU 6 frequency: 4460 MHz
CPU 6 active residency:  68.51% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 5.5% 4464 MHz:  63%)
CPU 6 idle residency:  31.49%
CPU 7 frequency: 4461 MHz
CPU 7 active residency:  72.59% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 5.0% 4464 MHz:  68%)
CPU 7 idle residency:  27.41%
CPU 8 frequency: 4461 MHz
CPU 8 active residency:  75.50% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 5.3% 4464 MHz:  70%)
CPU 8 idle residency:  24.50%
CPU 9 frequency: 4460 MHz
CPU 9 active residency:  69.54% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 6.4% 4464 MHz:  63%)
CPU 9 idle residency:  30.46%

CPU Power: 11642 mW
GPU Power: 0 mW
ANE Power: 0 mW
Combined Power (CPU + GPU + ANE): 11642 mW

**** GPU usage ****

GPU HW active frequency: 0 MHz
GPU HW active residency:   0.00% (338 MHz:   0% 618 MHz:   0% 796 MHz:   0% 928 MHz:   0% 952 MHz:   0% 1056 MHz:   0% 1053 MHz:   0% 1170 MHz:   0% 1152 MHz:   0% 1278 MHz:   0% 1204 MHz:   0% 1338 MHz:   0% 1326 MHz:   0% 1470 MHz:   0% 1578 MHz:   0%)
GPU SW requested state: (P1 :   0% P2 :   0% P3 :   0% P4 :   0% P5 :   0% P6 :   0% P7 :   0% P8 :   0% P9 :   0% P10 :   0% P11 :   0% P12 :   0% P13 :   0% P14 :   0% P15 :   0%)
GPU SW state: (SW_P1 :   0% SW_P2 :   0% SW_P3 :   0% SW_P4 :   0% SW_P5 :   0% SW_P6 :   0% SW_P7 :   0% SW_P8 :   0% SW_P9 :   0% SW_P10 :   0% SW_P11 :   0% SW_P12 :   0% SW_P13 :   0% SW_P14 :   0% SW_P15 :   0%)
GPU idle residency: 100.00%
GPU Power: 0 mW

proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Second underflow occured.


*** Sampled system activity (Fri Aug 28 02:03:58 2026 +0800) (515.07ms elapsed) ***

*** Running tasks ***

Name                               ID     CPU ms/s  User%  Deadlines (<2 ms, 2-5 ms)  Wakeups (Intr, Pkg idle)  Energy Impact
DEAD_TASKS                         -1     3272.03   97.07  0.00    0.00               0.00    0.00              9065.41         
lzfse                              62976  3940.50   96.43  0.00    0.00               0.00    0.00              10872.42         
Google Chrome Helper (Renderer)    30643  416.25    98.22  3.88    0.00               5.82    0.00              404.62          
powermetrics                       62973  28.08     19.88  0.00    0.00               1.94    0.00              77.12           
airportd                           226    57.34     59.93  0.00    0.00               3.88    0.00              20.96           
mds_stores                         269    46.68     94.67  0.00    0.00               0.00    0.00              16.02           
coreaudiod                         316    34.94     87.95  1.94    0.00               91.25   0.00              8.18            
mdworker_shared                    62581  22.47     82.04  0.00    0.00               0.00    0.00              7.61            
mdworker_shared                    60725  21.11     83.30  0.00    0.00               0.00    0.00              6.92            
WiFiAgent                          462    12.58     80.04  0.00    0.00               1.94    0.00              5.58            
claude                             6731   7.93      93.26  0.00    0.00               13.59   0.00              4.17            
claude                             3016   8.62      90.24  0.00    1.94               17.47   0.00              4.13            
claude                             3806   9.03      94.26  0.00    0.00               7.77    0.00              3.80            
kernel_task                        0      24.26     0.00   460.14  0.00               551.40  0.00              3.40            
Google Chrome Helper               1153   10.56     64.69  0.00    0.00               58.25   0.00              3.02            
claude                             4236   7.46      93.73  0.00    0.00               11.65   0.00              2.86            
com.apple.DriverKit-AppleBCMWLAN   349    10.10     49.95  0.00    0.00               79.60   0.00              2.49            
mds                                132    6.08      50.95  0.00    0.00               1.94    0.00              1.99            
audioanalyticsd                    51577  4.01      89.71  0.00    0.00               0.00    0.00              1.89            
zsh                                56041  0.57      23.39  0.00    0.00               0.00    0.00              1.53            
claude                             3637   2.03      91.91  0.00    0.00               7.77    0.00              1.44            
claude                             2837   1.33      64.88  0.00    0.00               17.47   0.00              1.10            
mdworker_shared                    59875  3.86      52.55  0.00    0.00               0.00    0.00              1.02            
claude                             3477   1.15      73.54  0.00    0.00               11.65   0.00              0.99            
Terminal                           418    3.33      39.13  0.00    0.00               5.82    0.00              0.78            
claude                             3721   1.85      85.98  0.00    0.00               11.65   0.00              0.70            
Code Helper                        1147   3.33      54.81  0.00    0.00               29.12   0.00              0.69            
WindowServer                       173    3.97      41.60  5.82    0.00               17.47   0.00              0.68            
callservicesd                      36326  3.93      52.04  0.00    0.00               0.00    0.00              0.65            
trustd                             209    1.81      87.64  0.00    0.00               0.00    0.00              0.65            
Code Helper (Renderer)             1169   2.75      81.74  0.00    0.00               7.77    0.00              0.64            
ControlCenter                      432    5.52      70.83  0.00    0.00               0.00    0.00              0.63            
SpringBoard                        36243  5.00      71.09  0.00    0.00               62.13   0.00              0.59            
Code Helper                        1253   2.27      52.89  29.12   0.00               38.83   0.00              0.46            
clocksyncd                         337    1.85      48.61  0.00    0.00               0.00    0.00              0.39            
Claude                             74182  2.93      66.12  7.77    0.00               19.42   0.00              0.28            
qemu-system-aarch64                38740  1.20      68.59  3.88    7.77               17.47   0.00              0.24            
contextstored                      142    0.64      52.60  0.00    0.00               0.00    0.00              0.21            
node                               6752   0.15      75.89  3.88    0.00               7.77    0.00              0.20            
diagnosticd                        36291  0.49      65.98  0.00    0.00               0.00    0.00              0.16            
diagnosticd                        55057  0.39      64.81  0.00    0.00               0.00    0.00              0.13            
loginwindow                        178    0.76      63.84  0.00    0.00               11.65   0.00              0.11            
configd                            116    0.39      28.48  0.00    0.00               0.00    0.00              0.11            
logd                               102    0.43      31.79  0.00    0.00               0.00    0.00              0.11            
spotlightknowledged.importer       4004   0.30      36.18  0.00    0.00               0.00    0.00              0.09            
com.apple.DriverKit.AppleUserECM   347    0.76      31.15  0.00    0.00               3.88    0.00              0.07            
locationd                          36267  0.25      50.00  0.00    0.00               3.88    0.00              0.06            
Finder                             435    0.43      64.29  0.00    0.00               5.82    0.00              0.06            
LINE                               430    0.22      61.46  0.00    0.00               5.82    0.00              0.05            
launchd                            1      0.17      38.00  0.00    0.00               0.00    0.00              0.04            
claude                             95180  0.03      18.78  0.00    0.00               1.94    0.00              0.04            
Claude Helper                      74224  0.17      63.33  0.00    0.00               0.00    0.00              0.04            
powerd                             118    0.11      29.34  0.00    0.00               0.00    0.00              0.04            
nearbyd                            1007   0.12      38.69  0.00    0.00               1.94    0.00              0.03            
sharingd                           479    0.29      53.20  0.00    0.00               1.94    0.00              0.03            
ContinuityCaptureAgent             411    0.17      27.17  0.00    0.00               3.88    0.00              0.02            
bluetoothd                         167    0.18      42.33  0.00    0.00               0.00    0.00              0.02            
Claude Helper                      74222  0.07      18.31  0.00    0.00               1.94    0.00              0.02            
NotificationCenter                 1033   0.07      25.24  0.00    0.00               1.94    0.00              0.02            
fseventsd                          107    0.31      17.15  0.00    0.00               1.94    0.00              0.02            
fileproviderd                      466    0.32      42.49  0.00    0.00               3.88    0.00              0.02            
accountsd                          36249  0.08      39.18  0.00    0.00               1.94    0.00              0.02            
thermalmonitord                    141    0.31      42.89  0.00    0.00               1.94    0.00              0.02            
corespotlightd                     475    0.07      16.20  0.00    0.00               3.88    0.00              0.01            
wifip2pd                           54401  0.04      43.93  0.00    0.00               0.00    0.00              0.01            
Google Chrome Helper               1154   0.18      64.55  0.00    0.00               1.94    0.00              0.01            
photoanalysisd                     55036  0.12      16.84  0.00    0.00               1.94    0.00              0.01            
mDNSResponderHelper                253    0.05      34.49  0.00    0.00               1.94    0.00              0.01            
ALL_TASKS                          -2     6389.86   95.14  516.43  9.71               1164.89 0.00              16094.03         

**** Processor usage ****

E-Cluster Online: 100%
E-Cluster HW active frequency: 2386 MHz
E-Cluster HW active residency:  54.09% (900 MHz: 6.7% 1080 MHz:  17% 1476 MHz: .72% 1860 MHz: .31% 2172 MHz: 1.7% 2496 MHz: .57% 2808 MHz:  52% 2892 MHz:  22%)
E-Cluster idle residency:  45.91%
CPU 0 frequency: 2533 MHz
CPU 0 active residency:  37.34% (900 MHz: .56% 1080 MHz: 5.6% 1476 MHz: .53% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  29%)
CPU 0 idle residency:  62.66%
CPU 1 frequency: 2594 MHz
CPU 1 active residency:  39.82% (900 MHz: .44% 1080 MHz: 5.2% 1476 MHz: .17% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  32%)
CPU 1 idle residency:  60.18%
CPU 2 frequency: 2779 MHz
CPU 2 active residency:  42.15% (900 MHz: .18% 1080 MHz: 1.7% 1476 MHz: .01% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  38%)
CPU 2 idle residency:  57.85%
CPU 3 frequency: 2793 MHz
CPU 3 active residency:  43.79% (900 MHz: .18% 1080 MHz: 1.4% 1476 MHz: .01% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  40%)
CPU 3 idle residency:  56.21%
CPU 4 frequency: 2779 MHz
CPU 4 active residency:  38.43% (900 MHz: .19% 1080 MHz: 1.4% 1476 MHz: .01% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  35%)
CPU 4 idle residency:  61.57%
CPU 5 frequency: 2762 MHz
CPU 5 active residency:  24.66% (900 MHz: .04% 1080 MHz: .98% 1476 MHz: .00% 1860 MHz: .24% 2172 MHz: 1.3% 2496 MHz: .44% 2808 MHz:   0% 2892 MHz:  22%)
CPU 5 idle residency:  75.34%

P-Cluster HW active frequency: 3966 MHz
P-Cluster HW active residency: 100.00% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz: .54% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:  62% 3984 MHz: 7.4% 4044 MHz:  30% 4104 MHz:   0% 4416 MHz:   0% 4464 MHz:   0%)
P-Cluster idle residency:   0.00%
CPU 6 frequency: 4448 MHz
CPU 6 active residency:  69.56% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz: .54% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 5.5% 4464 MHz:  64%)
CPU 6 idle residency:  30.44%
CPU 7 frequency: 4449 MHz
CPU 7 active residency:  75.11% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz: .54% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 5.8% 4464 MHz:  69%)
CPU 7 idle residency:  24.89%
CPU 8 frequency: 4450 MHz
CPU 8 active residency:  72.23% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz: .54% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 3.6% 4464 MHz:  68%)
CPU 8 idle residency:  27.77%
CPU 9 frequency: 4447 MHz
CPU 9 active residency:  71.68% (912 MHz:   0% 1260 MHz:   0% 1512 MHz:   0% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz: .54% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz: 7.4% 4464 MHz:  64%)
CPU 9 idle residency:  28.32%

CPU Power: 11915 mW
GPU Power: 0 mW
ANE Power: 0 mW
Combined Power (CPU + GPU + ANE): 11915 mW

**** GPU usage ****

GPU HW active frequency: 0 MHz
GPU HW active residency:   0.00% (338 MHz:   0% 618 MHz:   0% 796 MHz:   0% 928 MHz:   0% 952 MHz:   0% 1056 MHz:   0% 1053 MHz:   0% 1170 MHz:   0% 1152 MHz:   0% 1278 MHz:   0% 1204 MHz:   0% 1338 MHz:   0% 1326 MHz:   0% 1470 MHz:   0% 1578 MHz:   0%)
